report_year,agency_jurisdiction,population,homicides,rapes,assaults,robberies
1980,"Salt Lake City, UT",162985.0,16.0,140.0,448.0,528.0
1980,"San Antonio, TX",788049.0,164.0,362.0,1997.0,1742.0
1980,"San Diego, CA",874826.0,103.0,362.0,2738.0,2986.0
1980,"San Francisco, CA",674150.0,110.0,759.0,4314.0,7527.0
1980,"San Jose, CA",628106.0,62.0,479.0,1533.0,1714.0
1980,"Seattle, WA",491897.0,63.0,512.0,2373.0,2253.0
1980,"St. Louis, MO",450790.0,225.0,392.0,4428.0,5938.0
1980,"Suffolk County, NY",1158917.0,43.0,169.0,1407.0,1348.0
1980,"Tampa, FL",268709.0,44.0,348.0,2820.0,1877.0
1980,"Tucson, AZ",331506.0,38.0,174.0,1717.0,655.0
1980,"Tulsa, OK",355766.0,36.0,251.0,1630.0,798.0
1980,"Virginia Beach, VA",260680.0,11.0,105.0,204.0,210.0
1980,"Washington, DC",635233.0,200.0,439.0,3236.0,8897.0
1980,"Wichita, KS",279352.0,32.0,202.0,763.0,826.0
1981,"Albuquerque, NM",336840.0,45.0,213.0,1620.0,1107.0
1981,"Arlington, TX",167848.0,12.0,102.0,373.0,212.0
1981,"Atlanta, GA",435626.0,181.0,644.0,5246.0,4537.0
1981,"Aurora, CO",162900.0,10.0,76.0,992.0,359.0
1981,"Austin, TX",357607.0,39.0,263.0,574.0,669.0
1981,"Baltimore County, MD",662025.0,32.0,191.0,4510.0,1394.0
1981,"Baltimore, MD",797429.0,228.0,565.0,6229.0,10715.0
1981,"Boston, MA",566679.0,100.0,531.0,4192.0,9248.0
1981,"Buffalo, NY",359167.0,25.0,229.0,1353.0,1734.0
1981,"Charlotte, NC",316503.0,51.0,198.0,2143.0,774.0
1981,"Chicago, IL",3012703.0,877.0,1255.0,7359.0,16118.0
1981,"Cincinnati, OH",383441.0,43.0,289.0,1804.0,1756.0
1981,"Cleveland, OH",573145.0,233.0,621.0,3754.0,7821.0
1981,"Columbus, OH",562896.0,91.0,396.0,1420.0,3356.0
1981,"Dallas, TX",937273.0,298.0,1121.0,5928.0,5402.0
1981,"Denver, CO",503695.0,100.0,471.0,2111.0,2403.0
1981,"Detroit, MI",1193805.0,502.0,1229.0,6648.0,14797.0
1981,"El Paso, TX",442677.0,35.0,205.0,2399.0,871.0
1981,"Fairfax County, VA",579696.0,14.0,99.0,288.0,533.0
1981,"Fort Worth, TX",398482.0,113.0,435.0,2086.0,2312.0
1981,"Fresno, CA",221129.0,33.0,155.0,868.0,1102.0
1981,"Honolulu, HI",773331.0,40.0,265.0,340.0,1320.0
1981,"Houston, TX",1621897.0,497.0,967.0,1917.0,6893.0
1981,"Indianapolis, IN",461820.0,65.0,400.0,1880.0,2194.0
1981,"Jacksonville, FL",575157.0,89.0,410.0,2795.0,2340.0
1981,"Kansas City, MO",450211.0,115.0,429.0,3935.0,3235.0
1981,"Las Vegas, NV",406915.0,106.0,310.0,1454.0,2778.0
1981,"Long Beach, CA",366405.0,74.0,307.0,1270.0,2928.0
1981,"Los Angeles County, CA",1047260.0,183.0,664.0,6956.0,4256.0
1981,"Los Angeles, CA",3031090.0,879.0,2666.0,21121.0,28152.0
1981,"Memphis, TN",654096.0,133.0,760.0,2071.0,4092.0
1981,"Mesa, AZ",153941.0,1.0,51.0,546.0,143.0
1981,"Miami-Dade County, FL",822971.0,254.0,570.0,6405.0,5526.0
1981,"Miami, FL",356734.0,210.0,382.0,4423.0,6196.0
1981,"Milwaukee, WI",641715.0,71.0,290.0,1257.0,1806.0
1981,"Minneapolis, MN",372784.0,28.0,367.0,1192.0,2296.0
1981,"Montgomery County, MD",527903.0,12.0,156.0,676.0,872.0
1981,"Nashville, TN",458430.0,79.0,363.0,1051.0,1594.0
1981,"Nassau County, NY",1054349.0,27.0,37.0,421.0,1223.0
1981,"New Orleans, LA",571771.0,217.0,453.0,2501.0,4950.0
1981,"New York City, NY",7070429.0,1826.0,3862.0,43783.0,107475.0
1981,"Newark, NJ",332746.0,161.0,598.0,3783.0,7778.0
1981,"Oakland, CA",347736.0,118.0,430.0,2652.0,3836.0
1981,"Oklahoma City, OK",414523.0,65.0,336.0,2236.0,1491.0
1981,"Omaha, NE",322883.0,28.0,186.0,470.0,899.0
1981,"Orlando, FL",135812.0,25.0,154.0,1309.0,885.0
1981,"Philadelphia, PA",1686834.0,362.0,936.0,5502.0,10816.0
1981,"Phoenix, AZ",794983.0,96.0,408.0,3119.0,2696.0
1981,"Pittsburgh, PA",425632.0,49.0,213.0,1433.0,4288.0
1981,"Portland, OR",369518.0,38.0,403.0,2939.0,3072.0
1981,"Prince George's County, MD",564424.0,58.0,371.0,1797.0,3345.0
1981,"Raleigh, NC",151155.0,11.0,56.0,364.0,288.0
1981,"Sacramento, CA",281854.0,53.0,228.0,1421.0,1833.0
1981,"Salt Lake City, UT",169383.0,14.0,137.0,530.0,587.0
1981,"San Antonio, TX",820591.0,185.0,376.0,2255.0,1835.0
1981,"San Diego, CA",898109.0,94.0,559.0,2618.0,3323.0
1981,"San Francisco, CA",692092.0,126.0,672.0,3827.0,7386.0
1981,"San Jose, CA",644823.0,68.0,465.0,1519.0,2070.0
1981,"Seattle, WA",503697.0,59.0,485.0,2526.0,2344.0
1981,"St. Louis, MO",454166.0,265.0,413.0,4321.0,5365.0
1981,"Suffolk County, NY",1164699.0,21.0,91.0,731.0,820.0
1981,"Tampa, FL",285530.0,69.0,409.0,2882.0,2314.0
1981,"Tucson, AZ",340985.0,28.0,163.0,1747.0,872.0
1981,"Tulsa, OK",367234.0,47.0,247.0,1435.0,949.0
1981,"Virginia Beach, VA",265704.0,12.0,93.0,266.0,235.0
1981,"Washington, DC",636000.0,223.0,414.0,3432.0,10399.0
1981,"Wichita, KS",282465.0,43.0,202.0,668.0,816.0
1982,"Albuquerque, NM",344962.0,26.0,199.0,1508.0,926.0
1982,"Arlington, TX",173821.0,7.0,67.0,342.0,191.0
1982,"Atlanta, GA",441103.0,152.0,613.0,5722.0,3999.0
1982,"Aurora, CO",167408.0,10.0,76.0,967.0,353.0
1982,"Austin, TX",370331.0,57.0,235.0,605.0,635.0
1982,"Baltimore County, MD",662646.0,33.0,165.0,5103.0,1238.0
1982,"Baltimore, MD",798175.0,227.0,550.0,6559.0,9347.0
1982,"Boston, MA",567758.0,93.0,366.0,3980.0,6531.0
1982,"Buffalo, NY",360493.0,42.0,247.0,1615.0,1653.0
1982,"Charlotte, NC",320119.0,48.0,198.0,2864.0,990.0
1982,"Chicago, IL",3010862.0,668.0,1112.0,8317.0,16307.0
1982,"Cincinnati, OH",383975.0,52.0,285.0,1831.0,1589.0
1982,"Cleveland, OH",573944.0,195.0,628.0,3267.0,5296.0
1982,"Columbus, OH",563680.0,92.0,332.0,1659.0,2507.0
1982,"Dallas, TX",970624.0,306.0,1105.0,5947.0,5695.0
1982,"Denver, CO",517638.0,68.0,516.0,1965.0,2386.0
1982,"Detroit, MI",1181868.0,513.0,1167.0,6029.0,16037.0
1982,"El Paso, TX",458429.0,41.0,219.0,2730.0,932.0
1982,"Fairfax County, VA",586631.0,10.0,91.0,344.0,521.0
1982,"Fort Worth, TX",412661.0,103.0,470.0,2095.0,2233.0
1982,"Fresno, CA",226300.0,33.0,155.0,782.0,1212.0
1982,"Honolulu, HI",785181.0,25.0,269.0,400.0,1457.0
1982,"Houston, TX",1679607.0,678.0,1270.0,3461.0,12392.0
1982,"Indianapolis, IN",462657.0,69.0,387.0,1892.0,1993.0
1982,"Jacksonville, FL",590957.0,83.0,422.0,2986.0,2152.0
1982,"Kansas City, MO",451397.0,93.0,376.0,3504.0,2756.0
1982,"Las Vegas, NV",424252.0,88.0,286.0,1357.0,2739.0
1982,"Long Beach, CA",374974.0,68.0,277.0,1275.0,2878.0
1982,"Los Angeles County, CA",1071752.0,158.0,649.0,6971.0,4092.0
1982,"Los Angeles, CA",3101979.0,849.0,2706.0,20373.0,30029.0
1982,"Memphis, TN",659913.0,122.0,713.0,2370.0,4404.0
1982,"Mesa, AZ",157634.0,3.0,40.0,533.0,129.0
1982,"Miami-Dade County, FL",843210.0,216.0,492.0,6249.0,5131.0
1982,"Miami, FL",365506.0,190.0,349.0,4301.0,5123.0
1982,"Milwaukee, WI",645231.0,62.0,194.0,1250.0,2087.0
1982,"Minneapolis, MN",376704.0,36.0,314.0,1314.0,2583.0
1982,"Montgomery County, MD",528399.0,19.0,166.0,852.0,682.0
1982,"Nashville, TN",462507.0,67.0,321.0,1198.0,1662.0
1982,"Nassau County, NY",1058247.0,20.0,39.0,487.0,1139.0
1982,"New Orleans, LA",579338.0,233.0,488.0,2777.0,5106.0
1982,"New York City, NY",7096559.0,1668.0,3547.0,42784.0,95944.0
1982,"Newark, NJ",334414.0,117.0,489.0,3705.0,6393.0
1982,"Oakland, CA",355868.0,94.0,441.0,2880.0,3194.0
1982,"Oklahoma City, OK",425093.0,89.0,386.0,2010.0,1801.0
1982,"Omaha, NE",324936.0,20.0,175.0,1512.0,743.0
1982,"Orlando, FL",139152.0,34.0,160.0,1659.0,809.0
1982,"Philadelphia, PA",1687556.0,332.0,839.0,5736.0,10604.0
1982,"Phoenix, AZ",814054.0,95.0,431.0,2503.0,2402.0
1982,"Pittsburgh, PA",425814.0,51.0,236.0,1263.0,3841.0
1982,"Portland, OR",369796.0,36.0,392.0,3245.0,2811.0
1982,"Prince George's County, MD",564955.0,67.0,346.0,1958.0,2682.0
1982,"Raleigh, NC",152882.0,20.0,62.0,482.0,322.0
1982,"Sacramento, CA",288446.0,43.0,191.0,1211.0,1543.0
1982,"Salt Lake City, UT",173630.0,11.0,124.0,488.0,656.0
1982,"San Antonio, TX",849791.0,190.0,400.0,3120.0,2195.0
1982,"San Diego, CA",919113.0,72.0,428.0,2193.0,3142.0
1982,"San Francisco, CA",708278.0,111.0,594.0,3757.0,7153.0
1982,"San Jose, CA",659903.0,37.0,430.0,1448.0,1701.0
1982,"Seattle, WA",507643.0,31.0,435.0,2383.0,2271.0
1982,"St. Louis, MO",455362.0,226.0,316.0,4628.0,4899.0
1982,"Suffolk County, NY",1169000.0,27.0,115.0,937.0,1002.0
1982,"Tampa, FL",292551.0,59.0,411.0,3424.0,1842.0
1982,"Tucson, AZ",349165.0,31.0,236.0,1748.0,910.0
1982,"Tulsa, OK",376599.0,31.0,228.0,1395.0,1050.0
1982,"Virginia Beach, VA",268887.0,15.0,97.0,276.0,258.0
1982,"Washington, DC",631000.0,194.0,421.0,3645.0,9137.0
1982,"Wichita, KS",285665.0,31.0,197.0,790.0,677.0
1983,"Albuquerque, NM",355163.0,24.0,206.0,1815.0,909.0
1983,"Arlington, TX",178871.0,7.0,75.0,317.0,186.0
1983,"Atlanta, GA",448635.0,141.0,619.0,5014.0,3552.0
1983,"Aurora, CO",172575.0,12.0,65.0,1296.0,333.0
1983,"Austin, TX",381091.0,58.0,240.0,571.0,665.0
1983,"Baltimore County, MD",668705.0,34.0,148.0,4570.0,1260.0
1983,"Baltimore, MD",805527.0,201.0,497.0,6267.0,9167.0
1983,"Boston, MA",566551.0,90.0,367.0,4195.0,6713.0
1983,"Buffalo, NY",360656.0,43.0,297.0,1547.0,1410.0
1983,"Charlotte, NC",323704.0,44.0,258.0,2863.0,1102.0
1983,"Chicago, IL",3021203.0,729.0,2246.0,13330.0,23471.0
1983,"Cincinnati, OH",382373.0,27.0,308.0,1603.0,1401.0
1983,"Cleveland, OH",571827.0,148.0,716.0,2819.0,4115.0
1983,"Columbus, OH",561328.0,74.0,324.0,1392.0,2407.0
1983,"Dallas, TX",998827.0,268.0,891.0,5405.0,4914.0
1983,"Denver, CO",533732.0,78.0,430.0,1947.0,1924.0
1983,"Detroit, MI",1176968.0,580.0,1514.0,6511.0,16922.0
1983,"El Paso, TX",471749.0,33.0,177.0,3200.0,865.0
1983,"Fairfax County, VA",592933.0,13.0,68.0,349.0,364.0
1983,"Fort Worth, TX",424651.0,112.0,454.0,2518.0,2020.0
1983,"Fresno, CA",230418.0,32.0,172.0,725.0,984.0
1983,"Honolulu, HI",808092.0,45.0,249.0,599.0,1243.0
1983,"Houston, TX",1728783.0,561.0,1179.0,3909.0,10270.0
1983,"Indianapolis, IN",463455.0,56.0,376.0,1886.0,1821.0
1983,"Jacksonville, FL",605934.0,82.0,411.0,2889.0,2288.0
1983,"Kansas City, MO",453128.0,106.0,425.0,4045.0,2876.0
1983,"Las Vegas, NV",429080.0,74.0,244.0,1261.0,1985.0
1983,"Long Beach, CA",381798.0,60.0,246.0,1272.0,3101.0
1983,"Los Angeles County, CA",1084868.0,156.0,581.0,6819.0,3937.0
1983,"Los Angeles, CA",3158688.0,820.0,2494.0,20878.0,29243.0
1983,"Memphis, TN",664883.0,127.0,763.0,2181.0,4493.0
1983,"Mesa, AZ",163310.0,8.0,36.0,604.0,150.0
1983,"Miami-Dade County, FL",864762.0,179.0,457.0,6359.0,4800.0
1983,"Miami, FL",374769.0,144.0,365.0,4556.0,4719.0
1983,"Milwaukee, WI",643473.0,51.0,235.0,1236.0,2198.0
1983,"Minneapolis, MN",377850.0,16.0,316.0,1154.0,2001.0
1983,"Montgomery County, MD",533230.0,17.0,124.0,683.0,625.0
1983,"Nashville, TN",465887.0,81.0,324.0,1171.0,1713.0
1983,"Nassau County, NY",1058726.0,31.0,54.0,457.0,951.0
1983,"New Orleans, LA",589508.0,210.0,536.0,2752.0,4550.0
1983,"New York City, NY",7100063.0,1622.0,3662.0,43326.0,84043.0
1983,"Newark, NJ",336016.0,112.0,553.0,3375.0,5287.0
1983,"Oakland, CA",362344.0,98.0,478.0,2912.0,3289.0
1983,"Oklahoma City, OK",441281.0,61.0,533.0,2174.0,1917.0
1983,"Omaha, NE",327276.0,27.0,157.0,1584.0,622.0
1983,"Orlando, FL",142678.0,14.0,141.0,1292.0,768.0
1983,"Philadelphia, PA",1692364.0,311.0,822.0,5096.0,10744.0
1983,"Phoenix, AZ",843415.0,83.0,499.0,2717.0,1971.0
1983,"Pittsburgh, PA",426890.0,42.0,214.0,1151.0,4198.0
1983,"Portland, OR",371706.0,36.0,377.0,3502.0,2964.0
1983,"Prince George's County, MD",570120.0,56.0,304.0,2004.0,2453.0
1983,"Raleigh, NC",154482.0,12.0,46.0,532.0,289.0
1983,"Sacramento, CA",293695.0,52.0,217.0,1258.0,1553.0
1983,"Salt Lake City, UT",180892.0,14.0,128.0,498.0,523.0
1983,"San Antonio, TX",874483.0,165.0,519.0,2240.0,2403.0
1983,"San Diego, CA",935840.0,77.0,395.0,2429.0,2550.0
1983,"San Francisco, CA",721168.0,83.0,539.0,3550.0,5945.0
1983,"San Jose, CA",671913.0,48.0,447.0,1504.0,1461.0
1983,"Seattle, WA",514319.0,61.0,434.0,2291.0,2032.0
1983,"St. Louis, MO",457262.0,152.0,323.0,4146.0,3840.0
1983,"Suffolk County, NY",1169529.0,26.0,151.0,1099.0,983.0
1983,"Tampa, FL",299965.0,58.0,288.0,3178.0,1529.0
1983,"Tucson, AZ",361739.0,26.0,253.0,1731.0,766.0
1983,"Tulsa, OK",391101.0,35.0,193.0,1208.0,968.0
1983,"Virginia Beach, VA",271775.0,11.0,73.0,251.0,252.0
1983,"Washington, DC",623000.0,183.0,406.0,3646.0,7698.0
1983,"Wichita, KS",287807.0,26.0,161.0,664.0,534.0
1984,"Albuquerque, NM",356366.0,28.0,210.0,2162.0,1215.0
1984,"Arlington, TX",191475.0,13.0,93.0,459.0,200.0
1984,"Atlanta, GA",442951.0,135.0,632.0,5729.0,4029.0
1984,"Aurora, CO",191159.0,13.0,95.0,1397.0,317.0
1984,"Austin, TX",385237.0,59.0,264.0,557.0,768.0
1984,"Baltimore County, MD",671586.0,28.0,171.0,4830.0,1082.0
1984,"Baltimore, MD",788604.0,215.0,564.0,6800.0,8002.0
1984,"Boston, MA",565192.0,82.0,460.0,4476.0,5539.0
1984,"Buffalo, NY",352015.0,35.0,278.0,1617.0,1386.0
1984,"Charlotte, NC",331992.0,54.0,243.0,2990.0,1144.0
1984,"Chicago, IL",3012524.0,741.0,2883.0,28420.0,28535.0
1984,"Cincinnati, OH",378800.0,36.0,367.0,1712.0,1332.0
1984,"Cleveland, OH",556931.0,156.0,733.0,2353.0,4090.0
1984,"Columbus, OH",568609.0,62.0,394.0,1598.0,2298.0
1984,"Dallas, TX",987696.0,294.0,1022.0,5953.0,4841.0
1984,"Denver, CO",524171.0,82.0,427.0,1910.0,1681.0
1984,"Detroit, MI",1133647.0,514.0,1519.0,6182.0,18352.0
1984,"El Paso, TX",465748.0,24.0,175.0,2481.0,1050.0
1984,"Fairfax County, VA",626134.0,16.0,61.0,347.0,444.0
1984,"Fort Worth, TX",420050.0,119.0,467.0,2786.0,2080.0
1984,"Fresno, CA",254649.0,34.0,134.0,760.0,1066.0
1984,"Honolulu, HI",810772.0,25.0,255.0,553.0,1117.0
1984,"Houston, TX",1805783.0,473.0,1269.0,4256.0,9157.0
1984,"Indianapolis, IN",471622.0,49.0,324.0,2151.0,1842.0
1984,"Jacksonville, FL",582421.0,103.0,587.0,3404.0,2134.0
1984,"Kansas City, MO",450489.0,88.0,372.0,4267.0,2440.0
1984,"Las Vegas, NV",438264.0,67.0,245.0,1230.0,1767.0
1984,"Long Beach, CA",386421.0,41.0,242.0,1369.0,2591.0
1984,"Los Angeles County, CA",1078849.0,176.0,489.0,6402.0,3831.0
1984,"Los Angeles, CA",3144256.0,759.0,2347.0,21013.0,27323.0
1984,"Memphis, TN",654666.0,113.0,794.0,3488.0,4763.0
1984,"Mesa, AZ",181287.0,6.0,56.0,682.0,127.0
1984,"Miami-Dade County, FL",883352.0,171.0,439.0,7883.0,4559.0
1984,"Miami, FL",400646.0,170.0,273.0,4780.0,5705.0
1984,"Milwaukee, WI",632458.0,44.0,292.0,1249.0,1871.0
1984,"Minneapolis, MN",370866.0,27.0,392.0,1724.0,1740.0
1984,"Montgomery County, MD",549800.0,14.0,137.0,798.0,591.0
1984,"Nashville, TN",475744.0,72.0,410.0,1184.0,1438.0
1984,"Nassau County, NY",1057700.0,34.0,67.0,771.0,1051.0
1984,"New Orleans, LA",576071.0,214.0,555.0,3213.0,4705.0
1984,"New York City, NY",7167121.0,1450.0,3829.0,47472.0,79541.0
1984,"Newark, NJ",324961.0,87.0,589.0,3244.0,4660.0
1984,"Oakland, CA",358566.0,115.0,426.0,2677.0,3170.0
1984,"Oklahoma City, OK",439249.0,65.0,516.0,2075.0,1603.0
1984,"Omaha, NE",357790.0,24.0,202.0,1654.0,530.0
1984,"Orlando, FL",140541.0,18.0,146.0,1421.0,802.0
1984,"Philadelphia, PA",1667545.0,263.0,937.0,5034.0,9365.0
1984,"Phoenix, AZ",870279.0,101.0,525.0,3640.0,2106.0
1984,"Pittsburgh, PA",415475.0,47.0,224.0,1081.0,3212.0
1984,"Portland, OR",367055.0,34.0,370.0,3962.0,3042.0
1984,"Prince George's County, MD",574838.0,39.0,345.0,2222.0,2094.0
1984,"Raleigh, NC",158028.0,8.0,47.0,586.0,306.0
1984,"Sacramento, CA",300248.0,45.0,248.0,1314.0,1645.0
1984,"Salt Lake City, UT",173136.0,8.0,98.0,492.0,490.0
1984,"San Antonio, TX",857070.0,160.0,745.0,1826.0,2657.0
1984,"San Diego, CA",952933.0,103.0,393.0,2819.0,2616.0
1984,"San Francisco, CA",719559.0,73.0,495.0,3582.0,5222.0
1984,"San Jose, CA",685792.0,48.0,421.0,1651.0,1175.0
1984,"Seattle, WA",497598.0,50.0,448.0,2669.0,2386.0
1984,"St. Louis, MO",442528.0,128.0,349.0,4140.0,3112.0
1984,"Suffolk County, NY",1175588.0,25.0,93.0,782.0,750.0
1984,"Tampa, FL",289355.0,52.0,277.0,3680.0,1843.0
1984,"Tucson, AZ",372146.0,25.0,282.0,1843.0,809.0
1984,"Tulsa, OK",385394.0,30.0,246.0,1439.0,904.0
1984,"Virginia Beach, VA",290678.0,13.0,118.0,252.0,235.0
1984,"Washington, DC",623000.0,175.0,366.0,4097.0,6087.0
1984,"Wichita, KS",291555.0,12.0,207.0,658.0,451.0
1985,"Albuquerque, NM",357051.0,42.0,238.0,2578.0,1247.0
1985,"Arlington, TX",218931.0,18.0,105.0,688.0,299.0
1985,"Atlanta, GA",436214.0,145.0,683.0,5990.0,4792.0
1985,"Aurora, CO",198033.0,10.0,89.0,1717.0,434.0
1985,"Austin, TX",406469.0,52.0,489.0,746.0,1076.0
1985,"Baltimore County, MD",679708.0,24.0,179.0,5491.0,1081.0
1985,"Baltimore, MD",771097.0,213.0,592.0,6922.0,7771.0
1985,"Boston, MA",573131.0,87.0,532.0,5036.0,6232.0
1985,"Buffalo, NY",339890.0,31.0,291.0,1699.0,1390.0
1985,"Charlotte, NC",335690.0,56.0,226.0,3172.0,1121.0
1985,"Chicago, IL",2998841.0,666.0,3357.0,29096.0,26892.0
1985,"Cincinnati, OH",370198.0,45.0,360.0,1628.0,1242.0
1985,"Cleveland, OH",546126.0,131.0,745.0,2205.0,3499.0
1985,"Columbus, OH",565682.0,72.0,406.0,1770.0,2144.0
1985,"Dallas, TX",997467.0,301.0,1149.0,6863.0,6051.0
1985,"Denver, CO",513048.0,72.0,418.0,1845.0,1917.0
1985,"Detroit, MI",1090581.0,635.0,1575.0,6925.0,16769.0
1985,"El Paso, TX",474870.0,22.0,181.0,2466.0,993.0
1985,"Fairfax County, VA",651037.0,4.0,57.0,317.0,511.0
1985,"Fort Worth, TX",424449.0,128.0,483.0,3121.0,2620.0
1985,"Fresno, CA",275125.0,46.0,178.0,854.0,1233.0
1985,"Honolulu, HI",817083.0,36.0,248.0,552.0,965.0
1985,"Houston, TX",1746375.0,457.0,1711.0,4704.0,9589.0
1985,"Indianapolis, IN",471656.0,59.0,346.0,2422.0,1795.0
1985,"Jacksonville, FL",601007.0,90.0,705.0,3813.0,2693.0
1985,"Kansas City, MO",444942.0,91.0,424.0,4851.0,2646.0
1985,"Las Vegas, NV",456749.0,57.0,278.0,1534.0,1755.0
1985,"Long Beach, CA",389728.0,63.0,235.0,1431.0,2405.0
1985,"Los Angeles County, CA",1074561.0,164.0,520.0,6118.0,3822.0
1985,"Los Angeles, CA",3186459.0,777.0,2318.0,21799.0,27938.0
1985,"Memphis, TN",654626.0,122.0,903.0,3697.0,5016.0
1985,"Mesa, AZ",202450.0,8.0,70.0,887.0,156.0
1985,"Miami-Dade County, FL",859660.0,177.0,548.0,7735.0,4604.0
1985,"Miami, FL",385892.0,131.0,284.0,5003.0,5768.0
1985,"Milwaukee, WI",621931.0,68.0,390.0,1512.0,2086.0
1985,"Minneapolis, MN",361021.0,29.0,419.0,2361.0,2326.0
1985,"Montgomery County, MD",573982.0,12.0,114.0,844.0,675.0
1985,"Nashville, TN",481286.0,81.0,348.0,1359.0,1588.0
1985,"Nassau County, NY",1067327.0,18.0,86.0,667.0,1000.0
1985,"New Orleans, LA",561364.0,152.0,451.0,3477.0,4142.0
1985,"New York City, NY",7183984.0,1384.0,3880.0,50356.0,79532.0
1985,"Newark, NJ",316356.0,117.0,594.0,3705.0,5320.0
1985,"Oakland, CA",362095.0,95.0,531.0,2761.0,3316.0
1985,"Oklahoma City, OK",443575.0,61.0,485.0,2197.0,1585.0
1985,"Omaha, NE",362883.0,24.0,214.0,1669.0,591.0
1985,"Orlando, FL",142025.0,24.0,154.0,1851.0,902.0
1985,"Philadelphia, PA",1640102.0,273.0,1021.0,5534.0,9381.0
1985,"Phoenix, AZ",890746.0,89.0,635.0,4372.0,2425.0
1985,"Pittsburgh, PA",400969.0,34.0,188.0,1115.0,3016.0
1985,"Portland, OR",367571.0,43.0,469.0,4614.0,3508.0
1985,"Prince George's County, MD",574412.0,43.0,340.0,2461.0,2211.0
1985,"Raleigh, NC",171814.0,13.0,57.0,658.0,307.0
1985,"Sacramento, CA",312944.0,39.0,209.0,1350.0,2083.0
1985,"Salt Lake City, UT",164216.0,14.0,99.0,524.0,446.0
1985,"San Antonio, TX",862878.0,180.0,824.0,1706.0,2683.0
1985,"San Diego, CA",988284.0,96.0,338.0,2754.0,3062.0
1985,"San Francisco, CA",733456.0,85.0,512.0,3794.0,5111.0
1985,"San Jose, CA",706062.0,55.0,415.0,1763.0,1237.0
1985,"Seattle, WA",495190.0,61.0,441.0,3178.0,2843.0
1985,"St. Louis, MO",431109.0,169.0,384.0,4953.0,3136.0
1985,"Suffolk County, NY",1194000.0,32.0,146.0,1271.0,1181.0
1985,"Tampa, FL",285280.0,70.0,288.0,3840.0,2657.0
1985,"Tucson, AZ",381473.0,32.0,297.0,2333.0,1051.0
1985,"Tulsa, OK",374875.0,33.0,268.0,1805.0,796.0
1985,"Virginia Beach, VA",312584.0,17.0,98.0,230.0,205.0
1985,"Washington, DC",626000.0,147.0,337.0,4457.0,5230.0
1985,"Wichita, KS",284915.0,26.0,249.0,698.0,699.0
1986,"Albuquerque, NM",364196.0,49.0,247.0,2748.0,1248.0
1986,"Arlington, TX",223106.0,22.0,120.0,790.0,518.0
1986,"Atlanta, GA",445617.0,186.0,681.0,6867.0,5428.0
1986,"Aurora, CO",200189.0,11.0,120.0,2157.0,580.0
1986,"Austin, TX",414220.0,48.0,388.0,1107.0,1124.0
1986,"Baltimore County, MD",690668.0,31.0,192.0,5185.0,1384.0
1986,"Baltimore, MD",783542.0,240.0,660.0,6340.0,7989.0
1986,"Boston, MA",574107.0,105.0,516.0,5549.0,6225.0
1986,"Buffalo, NY",339685.0,35.0,281.0,1906.0,1533.0
1986,"Charlotte, NC",339767.0,53.0,305.0,3675.0,1454.0
1986,"Chicago, IL",3003105.0,754.0,3708.0,33529.0,30918.0
1986,"Cincinnati, OH",370482.0,46.0,291.0,1787.0,1216.0
1986,"Cleveland, OH",546544.0,124.0,773.0,2520.0,3698.0
1986,"Columbus, OH",566115.0,78.0,550.0,2265.0,2255.0
1986,"Dallas, TX",1016488.0,347.0,1255.0,8384.0,9289.0
1986,"Denver, CO",518625.0,91.0,424.0,2036.0,2099.0
1986,"Detroit, MI",1096947.0,648.0,1351.0,8857.0,16421.0
1986,"El Paso, TX",483925.0,46.0,198.0,3451.0,1039.0
1986,"Fairfax County, VA",658583.0,14.0,69.0,386.0,495.0
1986,"Fort Worth, TX",432542.0,200.0,559.0,3738.0,3373.0
1986,"Fresno, CA",281554.0,53.0,241.0,1816.0,1316.0
1986,"Honolulu, HI",823306.0,46.0,241.0,737.0,1052.0
1986,"Houston, TX",1779677.0,408.0,1524.0,7718.0,10926.0
1986,"Indianapolis, IN",470591.0,63.0,438.0,2235.0,1571.0
1986,"Jacksonville, FL",616668.0,119.0,618.0,4281.0,2985.0
1986,"Kansas City, MO",448237.0,116.0,460.0,5655.0,3442.0
1986,"Las Vegas, NV",463158.0,75.0,323.0,1616.0,1933.0
1986,"Long Beach, CA",398983.0,62.0,220.0,1783.0,2774.0
1986,"Los Angeles County, CA",1061016.0,170.0,472.0,7459.0,3398.0
1986,"Los Angeles, CA",3260856.0,834.0,2330.0,33284.0,29930.0
1986,"Memphis, TN",660255.0,161.0,919.0,3578.0,5819.0
1986,"Mesa, AZ",210702.0,11.0,117.0,841.0,239.0
1986,"Miami-Dade County, FL",901784.0,162.0,589.0,8385.0,5798.0
1986,"Miami, FL",396374.0,148.0,221.0,5540.0,5767.0
1986,"Milwaukee, WI",623278.0,83.0,444.0,3401.0,2207.0
1986,"Minneapolis, MN",362845.0,44.0,492.0,2622.0,2801.0
1986,"Montgomery County, MD",583337.0,9.0,139.0,834.0,648.0
1986,"Nashville, TN",470906.0,93.0,410.0,1762.0,1953.0
1986,"Nassau County, NY",1063822.0,19.0,86.0,867.0,1006.0
1986,"New Orleans, LA",563927.0,197.0,456.0,3347.0,5165.0
1986,"New York City, NY",7179609.0,1582.0,3536.0,57306.0,80827.0
1986,"Newark, NJ",318801.0,113.0,589.0,3994.0,5464.0
